nrInst,nrAgencia,cdClient,nmClient,nrCpfCnpj,nrContrato,dtContrato,qtPrestacoes,vlTotal,cdProduto,dsProduto,cdCarteira,dsCarteira,nrProposta,nrPresta,tpPresta,nrSeqPre,dtVctPre,vlPresta,vlMora,vlMulta,vlOutAcr,vlIof,vlDescon,vlAtual,idSituac,idSitVen,vlMov,vlPag
1412,28,67831,CLIENTE 1024,8.19576E+11,939706,20240122,10,45633.73,1624,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,318615,5,Original,0,20220818,22829.89,71286.41,10178.61,0,0,0,104294.91,Aberta,Vencida,$561.90,$121.39
1412,28,67831,CLIENTE 1024,8.19576E+11,939706,20240122,10,45633.73,1624,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,318615,6,Original,0,20221008,55968.96,34704.29,30637.47,0,0,0,121310.72,Aberta,Vencida,$668.84,$618.79
1412,28,67831,CLIENTE 1024,8.19576E+11,939706,20240122,10,45633.73,1624,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,318615,7,Original,0,20230323,575.55,92512.62,50787.85,0,0,0,143876.02,Aberta,Vencida,$725.97,$141.37
1412,28,67831,CLIENTE 1024,8.19576E+11,939706,20240122,10,45633.73,1624,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,318615,8,Original,0,20220709,1222.2,80441.65,31327.46,0,0,0,112991.31,Aberta,Vencida,$275.18,$223.74
1412,28,67831,CLIENTE 1024,8.19576E+11,939706,20240122,10,45633.73,1624,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,318615,9,Original,0,20241218,85592.67,72358.73,1550.83,0,0,0,159502.23,Aberta,Vencida,$386.22,$402.51
1412,28,67831,CLIENTE 1024,8.19576E+11,939706,20240122,10,45633.73,1624,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,318615,10,Original,0,20230413,2969.92,17076.4,72014.51,0,0,0,92060.83,Aberta,Vencida,$595.00,$250.77
1412,28,67831,CLIENTE 1024,8.19576E+11,939706,20240122,10,45633.73,1624,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,318615,11,Original,0,20230808,78797.89,34994.55,70080.42,0,0,0,183872.86,Aberta,Vencida,$771.13,$672.59
230,5,31321,CLIENTE 1025,5.48738E+11,47199,20221023,4,5588.79,1875,CDC PESSOA JURIDICA,11,CRÉDITO DIRETO AO CONSUMIDOR,26039,2,Original,0,20241009,48892.89,10713.4,30320.03,0,0,0,89926.32,Aberta,Vencida,$433.64,$168.96
230,5,31321,CLIENTE 1025,5.48738E+11,47199,20221023,4,5588.79,1875,CDC PESSOA JURIDICA,11,CRÉDITO DIRETO AO CONSUMIDOR,26039,3,Original,0,20240128,53381.03,70749.91,28331.31,0,0,0,152462.25,Aberta,Vencida,$573.09,$157.13
230,5,31321,CLIENTE 1025,5.48738E+11,47199,20221023,4,5588.79,1875,CDC PESSOA JURIDICA,11,CRÉDITO DIRETO AO CONSUMIDOR,26039,4,Original,0,20230112,22331.16,49597.81,88524.64,0,0,0,160453.61,Aberta,Vencida,$901.49,$481.52
230,5,31321,CLIENTE 1025,5.48738E+11,47199,20221023,4,5588.79,1875,CDC PESSOA JURIDICA,11,CRÉDITO DIRETO AO CONSUMIDOR,26039,5,Original,0,20220716,1248.35,60746.31,96058.62,0,0,0,158053.28,Aberta,Vencida,$116.83,$247.47
979,13,10541,CLIENTE 1026,2.78796E+11,670061,20240719,4,12034.53,938,CDC PESSOA JURIDICA,11,CRÉDITO DIRETO AO CONSUMIDOR,662248,2,Original,0,20221123,82281.67,5017.47,49131.63,0,0,0,136430.77,Aberta,Vencida,$556.98,$91.10
979,13,10541,CLIENTE 1026,2.78796E+11,670061,20240719,4,12034.53,938,CDC PESSOA JURIDICA,11,CRÉDITO DIRETO AO CONSUMIDOR,662248,3,Original,0,20220817,75747.63,21831.85,10976.22,0,0,0,108555.7,Aberta,Vencida,$54.03,$994.09
979,13,10541,CLIENTE 1026,2.78796E+11,670061,20240719,4,12034.53,938,CDC PESSOA JURIDICA,11,CRÉDITO DIRETO AO CONSUMIDOR,662248,4,Original,0,20241017,4490.18,70286.15,71553.3,0,0,0,146329.63,Aberta,Vencida,$220.54,$594.63
979,13,10541,CLIENTE 1026,2.78796E+11,670061,20240719,4,12034.53,938,CDC PESSOA JURIDICA,11,CRÉDITO DIRETO AO CONSUMIDOR,662248,5,Original,0,20230723,96038.36,89135.35,73376.41,0,0,0,258550.12,Aberta,Vencida,$900.79,$564.24
1959,12,5016,CLIENTE 1027,6.70185E+11,191707,20240924,3,85170.86,251,CDC PESSOA JURIDICA,6,CRÉDITO DIRETO AO CONSUMIDOR,335291,2,Original,0,20240518,33698.78,87564.33,78971.58,0,0,0,200234.69,Aberta,Vencida,$475.51,$749.23
1959,12,5016,CLIENTE 1027,6.70185E+11,191707,20240924,3,85170.86,251,CDC PESSOA JURIDICA,6,CRÉDITO DIRETO AO CONSUMIDOR,335291,3,Original,0,20231221,74356.29,91587.14,84022.79,0,0,0,249966.22,Aberta,Vencida,$290.57,$884.92
1959,12,5016,CLIENTE 1027,6.70185E+11,191707,20240924,3,85170.86,251,CDC PESSOA JURIDICA,6,CRÉDITO DIRETO AO CONSUMIDOR,335291,4,Original,0,20230311,21273.26,74174.22,99200.92,0,0,0,194648.4,Aberta,Vencida,$192.36,$926.52
1225,11,23692,CLIENTE 1028,8.91723E+11,130694,20230724,7,55551.77,608,CDC PESSOA JURIDICA,15,CRÉDITO DIRETO AO CONSUMIDOR,952136,2,Original,0,20230414,20837.27,21584.54,6327.32,0,0,0,48749.13,Aberta,Vencida,$119.25,$98.04
1225,11,23692,CLIENTE 1028,8.91723E+11,130694,20230724,7,55551.77,608,CDC PESSOA JURIDICA,15,CRÉDITO DIRETO AO CONSUMIDOR,952136,3,Original,0,20231112,26210.45,44209.2,65995.47,0,0,0,136415.12,Aberta,Vencida,$328.18,$628.93
1225,11,23692,CLIENTE 1028,8.91723E+11,130694,20230724,7,55551.77,608,CDC PESSOA JURIDICA,15,CRÉDITO DIRETO AO CONSUMIDOR,952136,4,Original,0,20230116,7815.61,96687,86646.37,0,0,0,191148.98,Aberta,Vencida,$784.97,$320.72
1225,11,23692,CLIENTE 1028,8.91723E+11,130694,20230724,7,55551.77,608,CDC PESSOA JURIDICA,15,CRÉDITO DIRETO AO CONSUMIDOR,952136,5,Original,0,20220923,66307.59,48457.92,56237.63,0,0,0,171003.14,Aberta,Vencida,$635.30,$521.18
1225,11,23692,CLIENTE 1028,8.91723E+11,130694,20230724,7,55551.77,608,CDC PESSOA JURIDICA,15,CRÉDITO DIRETO AO CONSUMIDOR,952136,6,Original,0,20220602,69356.58,50216.46,79859.83,0,0,0,199432.87,Aberta,Vencida,$521.01,$576.28
1225,11,23692,CLIENTE 1028,8.91723E+11,130694,20230724,7,55551.77,608,CDC PESSOA JURIDICA,15,CRÉDITO DIRETO AO CONSUMIDOR,952136,7,Original,0,20230415,85579.1,44357.52,7200.15,0,0,0,137136.77,Aberta,Vencida,$27.40,$113.22
1225,11,23692,CLIENTE 1028,8.91723E+11,130694,20230724,7,55551.77,608,CDC PESSOA JURIDICA,15,CRÉDITO DIRETO AO CONSUMIDOR,952136,8,Original,0,20220601,79019.61,483.28,71668.55,0,0,0,151171.44,Aberta,Vencida,$482.62,$471.99
1102,35,28121,CLIENTE 1029,3.54339E+11,318708,20231217,9,68950.32,1163,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,917258,2,Original,0,20220122,18478.98,26047.81,26451.72,0,0,0,70978.51,Aberta,Vencida,$644.33,$377.83
1102,35,28121,CLIENTE 1029,3.54339E+11,318708,20231217,9,68950.32,1163,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,917258,3,Original,0,20231211,57463.59,32219,83013.33,0,0,0,172695.92,Aberta,Vencida,$804.29,$450.69
1102,35,28121,CLIENTE 1029,3.54339E+11,318708,20231217,9,68950.32,1163,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,917258,4,Original,0,20240427,66582.67,6404.69,15892.08,0,0,0,88879.44,Aberta,Vencida,$537.08,$613.89
1102,35,28121,CLIENTE 1029,3.54339E+11,318708,20231217,9,68950.32,1163,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,917258,5,Original,0,20220419,76524.69,9960.82,32365.15,0,0,0,118850.66,Aberta,Vencida,$973.07,$521.74
1102,35,28121,CLIENTE 1029,3.54339E+11,318708,20231217,9,68950.32,1163,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,917258,6,Original,0,20231001,35240.78,12177.2,25624.22,0,0,0,73042.2,Aberta,Vencida,$391.41,$529.83
1102,35,28121,CLIENTE 1029,3.54339E+11,318708,20231217,9,68950.32,1163,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,917258,7,Original,0,20230306,5970.24,48545.27,51935.7,0,0,0,106451.21,Aberta,Vencida,$845.00,$534.65
1102,35,28121,CLIENTE 1029,3.54339E+11,318708,20231217,9,68950.32,1163,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,917258,8,Original,0,20220522,81886.8,62746.55,86599.49,0,0,0,231232.84,Aberta,Vencida,$336.19,$950.81
1102,35,28121,CLIENTE 1029,3.54339E+11,318708,20231217,9,68950.32,1163,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,917258,9,Original,0,20241026,82777.08,94614.83,6121.08,0,0,0,183512.99,Aberta,Vencida,$844.36,$801.37
1102,35,28121,CLIENTE 1029,3.54339E+11,318708,20231217,9,68950.32,1163,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,917258,10,Original,0,20230203,61817.35,64461.76,20809.35,0,0,0,147088.46,Aberta,Vencida,$971.48,$280.48
1100,32,15692,CLIENTE 1030,6.30249E+11,632441,20220801,10,74668.33,1119,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,581316,2,Original,0,20220301,69580.5,41468.74,18661.9,0,0,0,129711.14,Aberta,Vencida,$548.30,$901.53
1100,32,15692,CLIENTE 1030,6.30249E+11,632441,20220801,10,74668.33,1119,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,581316,3,Original,0,20220808,55945.14,24338.42,30572.71,0,0,0,110856.27,Aberta,Vencida,$773.59,$205.77
1100,32,15692,CLIENTE 1030,6.30249E+11,632441,20220801,10,74668.33,1119,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,581316,4,Original,0,20240723,49642.84,38491.65,81796.42,0,0,0,169930.91,Aberta,Vencida,$213.91,$480.94
1100,32,15692,CLIENTE 1030,6.30249E+11,632441,20220801,10,74668.33,1119,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,581316,5,Original,0,20220812,18548.82,69383.5,1628.39,0,0,0,89560.71,Aberta,Vencida,$977.57,$975.51
1100,32,15692,CLIENTE 1030,6.30249E+11,632441,20220801,10,74668.33,1119,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,581316,6,Original,0,20220626,59755.77,92894.92,88646.54,0,0,0,241297.23,Aberta,Vencida,$148.90,$799.06
1100,32,15692,CLIENTE 1030,6.30249E+11,632441,20220801,10,74668.33,1119,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,581316,7,Original,0,20230523,91414.67,64892.54,92468.34,0,0,0,248775.55,Aberta,Vencida,$948.80,$582.11
1100,32,15692,CLIENTE 1030,6.30249E+11,632441,20220801,10,74668.33,1119,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,581316,8,Original,0,20240903,11100.4,72976.6,84479.15,0,0,0,168556.15,Aberta,Vencida,$341.89,$104.04
1100,32,15692,CLIENTE 1030,6.30249E+11,632441,20220801,10,74668.33,1119,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,581316,9,Original,0,20220914,99051.78,64327.4,48750.53,0,0,0,212129.71,Aberta,Vencida,$529.97,$224.84
1100,32,15692,CLIENTE 1030,6.30249E+11,632441,20220801,10,74668.33,1119,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,581316,10,Original,0,20240424,20975.97,65440.35,55210.23,0,0,0,141626.55,Aberta,Vencida,$586.50,$410.07
1100,32,15692,CLIENTE 1030,6.30249E+11,632441,20220801,10,74668.33,1119,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,581316,11,Original,0,20220602,91738.84,89483.21,34312.2,0,0,0,215534.25,Aberta,Vencida,$839.46,$569.85
827,11,47081,CLIENTE 1031,3.19944E+11,499422,20230515,6,49907.29,1271,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,74222,2,Original,0,20220220,95555.57,98479.43,60349.11,0,0,0,254384.11,Aberta,Vencida,$169.11,$536.27
827,11,47081,CLIENTE 1031,3.19944E+11,499422,20230515,6,49907.29,1271,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,74222,3,Original,0,20240820,58206.08,94688.06,90439.68,0,0,0,243333.82,Aberta,Vencida,$441.94,$225.90
827,11,47081,CLIENTE 1031,3.19944E+11,499422,20230515,6,49907.29,1271,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,74222,4,Original,0,20240104,72835.23,88472.94,42225.1,0,0,0,203533.27,Aberta,Vencida,$109.04,$263.46
827,11,47081,CLIENTE 1031,3.19944E+11,499422,20230515,6,49907.29,1271,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,74222,5,Original,0,20221025,19104.92,84594.49,10151.89,0,0,0,113851.3,Aberta,Vencida,$538.74,$339.39
827,11,47081,CLIENTE 1031,3.19944E+11,499422,20230515,6,49907.29,1271,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,74222,6,Original,0,20230827,49990.21,50580.41,36316.39,0,0,0,136887.01,Aberta,Vencida,$419.86,$586.81
827,11,47081,CLIENTE 1031,3.19944E+11,499422,20230515,6,49907.29,1271,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,74222,7,Original,0,20231028,41421.11,28746.2,31043.98,0,0,0,101211.29,Aberta,Vencida,$453.81,$912.16
1474,42,60146,CLIENTE 1032,8.67528E+11,327511,20240406,6,95137.04,977,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,999059,2,Original,0,20241014,20961.54,42623.47,75382.76,0,0,0,138967.77,Aberta,Vencida,$678.11,$666.76
1474,42,60146,CLIENTE 1032,8.67528E+11,327511,20240406,6,95137.04,977,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,999059,3,Original,0,20220913,14131.71,2822.94,38508.01,0,0,0,55462.66,Aberta,Vencida,$983.86,$951.90
1474,42,60146,CLIENTE 1032,8.67528E+11,327511,20240406,6,95137.04,977,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,999059,4,Original,0,20240121,75381.21,20809.46,48056.67,0,0,0,144247.34,Aberta,Vencida,$444.36,$204.48
1474,42,60146,CLIENTE 1032,8.67528E+11,327511,20240406,6,95137.04,977,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,999059,5,Original,0,20220715,40138.12,16405.03,30318.11,0,0,0,86861.26,Aberta,Vencida,$849.41,$290.81
1474,42,60146,CLIENTE 1032,8.67528E+11,327511,20240406,6,95137.04,977,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,999059,6,Original,0,20230925,95265.24,81765.97,5833.27,0,0,0,182864.48,Aberta,Vencida,$347.76,$597.16
1474,42,60146,CLIENTE 1032,8.67528E+11,327511,20240406,6,95137.04,977,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,999059,7,Original,0,20220407,5604.23,58302.9,55119.47,0,0,0,119026.6,Aberta,Vencida,$44.36,$117.45
865,18,72439,CLIENTE 1033,5.70097E+11,826699,20231105,8,21868.18,1015,CDC PESSOA JURIDICA,8,CRÉDITO DIRETO AO CONSUMIDOR,895759,2,Original,0,20230519,78010.91,75061.77,76078.33,0,0,0,229151.01,Aberta,Vencida,$338.34,$657.96
865,18,72439,CLIENTE 1033,5.70097E+11,826699,20231105,8,21868.18,1015,CDC PESSOA JURIDICA,8,CRÉDITO DIRETO AO CONSUMIDOR,895759,3,Original,0,20240718,30616.4,37792.46,21608.63,0,0,0,90017.49,Aberta,Vencida,$735.22,$940.72
865,18,72439,CLIENTE 1033,5.70097E+11,826699,20231105,8,21868.18,1015,CDC PESSOA JURIDICA,8,CRÉDITO DIRETO AO CONSUMIDOR,895759,4,Original,0,20231128,38457.71,93605.85,25165.6,0,0,0,157229.16,Aberta,Vencida,$3.01,$545.81
865,18,72439,CLIENTE 1033,5.70097E+11,826699,20231105,8,21868.18,1015,CDC PESSOA JURIDICA,8,CRÉDITO DIRETO AO CONSUMIDOR,895759,5,Original,0,20220123,5765.51,64119.58,85075.63,0,0,0,154960.72,Aberta,Vencida,$572.70,$266.07
865,18,72439,CLIENTE 1033,5.70097E+11,826699,20231105,8,21868.18,1015,CDC PESSOA JURIDICA,8,CRÉDITO DIRETO AO CONSUMIDOR,895759,6,Original,0,20230322,24730.08,16467.14,99695.09,0,0,0,140892.31,Aberta,Vencida,$290.16,$267.08
865,18,72439,CLIENTE 1033,5.70097E+11,826699,20231105,8,21868.18,1015,CDC PESSOA JURIDICA,8,CRÉDITO DIRETO AO CONSUMIDOR,895759,7,Original,0,20221128,14376.93,82728.62,62249.32,0,0,0,159354.87,Aberta,Vencida,$273.74,$221.62
865,18,72439,CLIENTE 1033,5.70097E+11,826699,20231105,8,21868.18,1015,CDC PESSOA JURIDICA,8,CRÉDITO DIRETO AO CONSUMIDOR,895759,8,Original,0,20240127,2932.23,34745.25,28000.62,0,0,0,65678.1,Aberta,Vencida,$945.08,$556.55
865,18,72439,CLIENTE 1033,5.70097E+11,826699,20231105,8,21868.18,1015,CDC PESSOA JURIDICA,8,CRÉDITO DIRETO AO CONSUMIDOR,895759,9,Original,0,20240910,36732.53,32993.42,65648.68,0,0,0,135374.63,Aberta,Vencida,$4.04,$819.08
151,17,28666,CLIENTE 1034,88822726759,711242,20230126,2,13556.12,230,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,477923,2,Original,0,20220318,33096.59,48539.02,16550.73,0,0,0,98186.34,Aberta,Vencida,$847.83,$528.13
151,17,28666,CLIENTE 1034,88822726759,711242,20230126,2,13556.12,230,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,477923,3,Original,0,20240804,79460.13,85695.39,11412.3,0,0,0,176567.82,Aberta,Vencida,$204.34,$639.66
471,11,4128,CLIENTE 1035,7.26167E+11,848839,20231006,2,34294.62,1965,CDC PESSOA JURIDICA,5,CRÉDITO DIRETO AO CONSUMIDOR,110115,2,Original,0,20220805,54059.14,33945.7,99144.57,0,0,0,187149.41,Aberta,Vencida,$56.59,$184.90
471,11,4128,CLIENTE 1035,7.26167E+11,848839,20231006,2,34294.62,1965,CDC PESSOA JURIDICA,5,CRÉDITO DIRETO AO CONSUMIDOR,110115,3,Original,0,20240224,37453.33,42601.99,23772.53,0,0,0,103827.85,Aberta,Vencida,$333.70,$320.39
662,34,4405,CLIENTE 1036,4.78667E+11,540018,20231201,10,5063.02,436,CDC PESSOA JURIDICA,4,CRÉDITO DIRETO AO CONSUMIDOR,484392,2,Original,0,20220416,16178.56,14121.27,55033.11,0,0,0,85332.94,Aberta,Vencida,$656.84,$732.38
662,34,4405,CLIENTE 1036,4.78667E+11,540018,20231201,10,5063.02,436,CDC PESSOA JURIDICA,4,CRÉDITO DIRETO AO CONSUMIDOR,484392,3,Original,0,20220205,45302.25,64636.65,32806.47,0,0,0,142745.37,Aberta,Vencida,$646.55,$232.60
662,34,4405,CLIENTE 1036,4.78667E+11,540018,20231201,10,5063.02,436,CDC PESSOA JURIDICA,4,CRÉDITO DIRETO AO CONSUMIDOR,484392,4,Original,0,20221002,57105.88,34207.33,36932.96,0,0,0,128246.17,Aberta,Vencida,$300.75,$962.04
662,34,4405,CLIENTE 1036,4.78667E+11,540018,20231201,10,5063.02,436,CDC PESSOA JURIDICA,4,CRÉDITO DIRETO AO CONSUMIDOR,484392,5,Original,0,20220619,56367.08,79273.35,84552.94,0,0,0,220193.37,Aberta,Vencida,$943.21,$802.39
662,34,4405,CLIENTE 1036,4.78667E+11,540018,20231201,10,5063.02,436,CDC PESSOA JURIDICA,4,CRÉDITO DIRETO AO CONSUMIDOR,484392,6,Original,0,20220221,80359.8,53516.55,8195.51,0,0,0,142071.86,Aberta,Vencida,$176.26,$941.32
662,34,4405,CLIENTE 1036,4.78667E+11,540018,20231201,10,5063.02,436,CDC PESSOA JURIDICA,4,CRÉDITO DIRETO AO CONSUMIDOR,484392,7,Original,0,20220215,17236.07,4358.47,20455.52,0,0,0,42050.06,Aberta,Vencida,$751.15,$11.84
662,34,4405,CLIENTE 1036,4.78667E+11,540018,20231201,10,5063.02,436,CDC PESSOA JURIDICA,4,CRÉDITO DIRETO AO CONSUMIDOR,484392,8,Original,0,20220526,89816.05,78574.44,32291.41,0,0,0,200681.9,Aberta,Vencida,$498.16,$531.86
662,34,4405,CLIENTE 1036,4.78667E+11,540018,20231201,10,5063.02,436,CDC PESSOA JURIDICA,4,CRÉDITO DIRETO AO CONSUMIDOR,484392,9,Original,0,20220516,94457.36,67348.84,51998.17,0,0,0,213804.37,Aberta,Vencida,$202.60,$381.05
662,34,4405,CLIENTE 1036,4.78667E+11,540018,20231201,10,5063.02,436,CDC PESSOA JURIDICA,4,CRÉDITO DIRETO AO CONSUMIDOR,484392,10,Original,0,20231122,2907.78,12488.15,92049.96,0,0,0,107445.89,Aberta,Vencida,$647.11,$155.34
662,34,4405,CLIENTE 1036,4.78667E+11,540018,20231201,10,5063.02,436,CDC PESSOA JURIDICA,4,CRÉDITO DIRETO AO CONSUMIDOR,484392,11,Original,0,20231113,12501.49,18158.07,46044.18,0,0,0,76703.74,Aberta,Vencida,$368.25,$14.34
1770,20,49747,CLIENTE 1037,53872117510,55785,20230102,1,8850.33,366,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,364259,2,Original,0,20220627,80732.86,10527.37,11990.83,0,0,0,103251.06,Aberta,Vencida,$764.87,$433.95
1165,42,66822,CLIENTE 1038,2.68173E+11,973905,20241223,3,14569.5,341,CDC PESSOA JURIDICA,9,CRÉDITO DIRETO AO CONSUMIDOR,992971,2,Original,0,20220113,10022.14,79517.62,61116.58,0,0,0,150656.34,Aberta,Vencida,$599.65,$659.28
1165,42,66822,CLIENTE 1038,2.68173E+11,973905,20241223,3,14569.5,341,CDC PESSOA JURIDICA,9,CRÉDITO DIRETO AO CONSUMIDOR,992971,3,Original,0,20241213,89626.88,71058.13,4930.58,0,0,0,165615.59,Aberta,Vencida,$122.00,$514.90
1165,42,66822,CLIENTE 1038,2.68173E+11,973905,20241223,3,14569.5,341,CDC PESSOA JURIDICA,9,CRÉDITO DIRETO AO CONSUMIDOR,992971,4,Original,0,20220427,8661.97,96468.8,55530.35,0,0,0,160661.12,Aberta,Vencida,$230.90,$390.81
285,40,78920,CLIENTE 1039,3.46954E+11,866925,20230218,10,28011.3,1428,CDC PESSOA JURIDICA,17,CRÉDITO DIRETO AO CONSUMIDOR,714813,2,Original,0,20220923,41908.26,84511.45,77868.34,0,0,0,204288.05,Aberta,Vencida,$818.94,$684.40
285,40,78920,CLIENTE 1039,3.46954E+11,866925,20230218,10,28011.3,1428,CDC PESSOA JURIDICA,17,CRÉDITO DIRETO AO CONSUMIDOR,714813,3,Original,0,20220302,8084.97,7389.39,96276.5,0,0,0,111750.86,Aberta,Vencida,$304.15,$27.87
285,40,78920,CLIENTE 1039,3.46954E+11,866925,20230218,10,28011.3,1428,CDC PESSOA JURIDICA,17,CRÉDITO DIRETO AO CONSUMIDOR,714813,4,Original,0,20240618,82147.86,86822.29,98840.05,0,0,0,267810.2,Aberta,Vencida,$174.64,$670.50
285,40,78920,CLIENTE 1039,3.46954E+11,866925,20230218,10,28011.3,1428,CDC PESSOA JURIDICA,17,CRÉDITO DIRETO AO CONSUMIDOR,714813,5,Original,0,20241214,47951.29,14649.29,69946.04,0,0,0,132546.62,Aberta,Vencida,$90.15,$891.59
285,40,78920,CLIENTE 1039,3.46954E+11,866925,20230218,10,28011.3,1428,CDC PESSOA JURIDICA,17,CRÉDITO DIRETO AO CONSUMIDOR,714813,6,Original,0,20240805,28744.98,22023.46,44023.91,0,0,0,94792.35,Aberta,Vencida,$842.22,$782.63
285,40,78920,CLIENTE 1039,3.46954E+11,866925,20230218,10,28011.3,1428,CDC PESSOA JURIDICA,17,CRÉDITO DIRETO AO CONSUMIDOR,714813,7,Original,0,20240515,56948.95,13342.1,31798.23,0,0,0,102089.28,Aberta,Vencida,$596.23,$146.31
285,40,78920,CLIENTE 1039,3.46954E+11,866925,20230218,10,28011.3,1428,CDC PESSOA JURIDICA,17,CRÉDITO DIRETO AO CONSUMIDOR,714813,8,Original,0,20240220,18826.58,73799.02,15443.11,0,0,0,108068.71,Aberta,Vencida,$26.33,$169.89
285,40,78920,CLIENTE 1039,3.46954E+11,866925,20230218,10,28011.3,1428,CDC PESSOA JURIDICA,17,CRÉDITO DIRETO AO CONSUMIDOR,714813,9,Original,0,20230107,92667.72,82860.83,56817.93,0,0,0,232346.48,Aberta,Vencida,$247.29,$344.93
285,40,78920,CLIENTE 1039,3.46954E+11,866925,20230218,10,28011.3,1428,CDC PESSOA JURIDICA,17,CRÉDITO DIRETO AO CONSUMIDOR,714813,10,Original,0,20220111,92279.88,23343.09,82955.19,0,0,0,198578.16,Aberta,Vencida,$597.87,$221.37
285,40,78920,CLIENTE 1039,3.46954E+11,866925,20230218,10,28011.3,1428,CDC PESSOA JURIDICA,17,CRÉDITO DIRETO AO CONSUMIDOR,714813,11,Original,0,20220623,36030.38,54299.31,74301.72,0,0,0,164631.41,Aberta,Vencida,$344.12,$933.42
1666,25,12269,CLIENTE 1040,86198981407,849954,20230303,5,39379.12,823,CDC PESSOA JURIDICA,12,CRÉDITO DIRETO AO CONSUMIDOR,941041,2,Original,0,20240126,32406.53,26344.53,9351.61,0,0,0,68102.67,Aberta,Vencida,$53.76,$551.53
1666,25,12269,CLIENTE 1040,86198981407,849954,20230303,5,39379.12,823,CDC PESSOA JURIDICA,12,CRÉDITO DIRETO AO CONSUMIDOR,941041,3,Original,0,20240721,73050.56,99548.45,89031.12,0,0,0,261630.13,Aberta,Vencida,$549.64,$102.47
1666,25,12269,CLIENTE 1040,86198981407,849954,20230303,5,39379.12,823,CDC PESSOA JURIDICA,12,CRÉDITO DIRETO AO CONSUMIDOR,941041,4,Original,0,20241116,52080.8,54242.5,47523.15,0,0,0,153846.45,Aberta,Vencida,$300.83,$294.35
1666,25,12269,CLIENTE 1040,86198981407,849954,20230303,5,39379.12,823,CDC PESSOA JURIDICA,12,CRÉDITO DIRETO AO CONSUMIDOR,941041,5,Original,0,20220913,27845.89,8532.42,3729.63,0,0,0,40107.94,Aberta,Vencida,$479.87,$532.11
